order_id,seller_id,store_id,status,total_amount,reservation_id,created_at
ORD035752,SELLER028,WH005,PENDING,1921.25,RSV017659,2026-03-08 08:49:44
ORD035753,SELLER032,WH003,CONFIRMED,1707.97,,2026-03-08 08:50:01
ORD035754,SELLER007,WH012,CONFIRMED,929.04,RSV009606,2026-03-08 08:50:18
ORD035755,SELLER071,WH028,CONFIRMED,2218.47,,2026-03-08 08:50:35
ORD035756,SELLER082,WH006,CONFIRMED,449.07,RSV000316,2026-03-08 08:50:52
ORD035757,SELLER053,WH009,CONFIRMED,1521.27,RSV002298,2026-03-08 08:51:09
ORD035758,SELLER118,WH007,PENDING,1723.93,RSV018021,2026-03-08 08:51:26
ORD035759,SELLER069,WH004,CONFIRMED,2096.20,RSV016654,2026-03-08 08:51:43
ORD035760,SELLER051,WH022,CONFIRMED,2109.57,RSV013546,2026-03-08 08:52:00
ORD035761,SELLER024,WH002,CONFIRMED,527.85,RSV014454,2026-03-08 08:52:17
ORD035762,SELLER120,WH028,CONFIRMED,1309.07,RSV007641,2026-03-08 08:52:34
ORD035763,SELLER107,WH002,PENDING,3154.56,,2026-03-08 08:52:51
ORD035764,SELLER050,WH019,CONFIRMED,2894.90,RSV010972,2026-03-08 08:53:08
ORD035765,SELLER109,WH001,CONFIRMED,895.87,RSV001983,2026-03-08 08:53:25
ORD035766,SELLER097,WH017,CONFIRMED,1805.87,,2026-03-08 08:53:42
ORD035767,SELLER076,WH019,PENDING,235.15,RSV008063,2026-03-08 08:53:59
ORD035768,SELLER059,WH020,CONFIRMED,131.01,RSV008236,2026-03-08 08:54:16
ORD035769,SELLER044,WH003,CONFIRMED,870.88,RSV009358,2026-03-08 08:54:33
ORD035770,SELLER083,WH029,CONFIRMED,2143.06,RSV015778,2026-03-08 08:54:50
ORD035771,SELLER011,WH019,CONFIRMED,1038.50,RSV014042,2026-03-08 08:55:07
ORD035772,SELLER082,WH022,CONFIRMED,1367.60,RSV019544,2026-03-08 08:55:24
ORD035773,SELLER011,WH023,PENDING,1789.91,RSV005423,2026-03-08 08:55:41
ORD035774,SELLER001,WH022,CONFIRMED,650.00,RSV017858,2026-03-08 08:55:58
ORD035775,SELLER053,WH012,CONFIRMED,639.65,,2026-03-08 08:56:15
ORD035776,SELLER048,WH022,CONFIRMED,265.48,RSV019920,2026-03-08 08:56:32
ORD035777,SELLER016,WH008,CONFIRMED,1365.60,RSV016598,2026-03-08 08:56:49
ORD035778,SELLER073,WH007,CONFIRMED,2533.17,RSV005633,2026-03-08 08:57:06
ORD035779,SELLER087,WH003,CONFIRMED,3081.35,RSV000451,2026-03-08 08:57:23
ORD035780,SELLER031,WH030,CANCELLED,261.44,RSV015033,2026-03-08 08:57:40
ORD035781,SELLER118,WH009,CANCELLED,1467.95,RSV010097,2026-03-08 08:57:57
ORD035782,SELLER033,WH017,PENDING,1202.82,RSV001725,2026-03-08 08:58:14
ORD035783,SELLER001,WH030,CONFIRMED,2585.76,RSV008077,2026-03-08 08:58:31
ORD035784,SELLER097,WH028,CONFIRMED,540.73,RSV009320,2026-03-08 08:58:48
ORD035785,SELLER015,WH008,CONFIRMED,225.51,,2026-03-08 08:59:05
ORD035786,SELLER039,WH016,CONFIRMED,2879.76,RSV003363,2026-03-08 08:59:22
ORD035787,SELLER020,WH022,CONFIRMED,1239.00,RSV001304,2026-03-08 08:59:39
ORD035788,SELLER106,WH003,CONFIRMED,2823.08,,2026-03-08 08:59:56
ORD035789,SELLER100,WH013,CONFIRMED,1155.04,RSV017929,2026-03-08 09:00:13
ORD035790,SELLER010,WH025,PENDING,1084.07,,2026-03-08 09:00:30
ORD035791,SELLER017,WH023,CONFIRMED,2569.06,,2026-03-08 09:00:47
ORD035792,SELLER113,WH016,CONFIRMED,1349.90,RSV004509,2026-03-08 09:01:04
ORD035793,SELLER069,WH014,CONFIRMED,112.81,,2026-03-08 09:01:21
ORD035794,SELLER094,WH025,CANCELLED,2955.89,RSV014317,2026-03-08 09:01:38
ORD035795,SELLER091,WH013,PENDING,1343.08,RSV006546,2026-03-08 09:01:55
ORD035796,SELLER001,WH021,CONFIRMED,918.54,RSV012864,2026-03-08 09:02:12
ORD035797,SELLER094,WH014,CONFIRMED,1317.88,RSV019145,2026-03-08 09:02:29
ORD035798,SELLER111,WH019,PENDING,2212.62,RSV002539,2026-03-08 09:02:46
ORD035799,SELLER021,WH019,CONFIRMED,250.82,RSV016319,2026-03-08 09:03:03
ORD035800,SELLER022,WH022,CONFIRMED,1743.44,,2026-03-08 09:03:20
ORD035801,SELLER108,WH026,CONFIRMED,1872.83,RSV008902,2026-03-08 09:03:37
ORD035802,SELLER116,WH001,PENDING,1157.49,,2026-03-08 09:03:54
ORD035803,SELLER051,WH007,CONFIRMED,982.76,,2026-03-08 09:04:11
ORD035804,SELLER100,WH012,CONFIRMED,915.99,RSV015774,2026-03-08 09:04:28
ORD035805,SELLER070,WH013,CONFIRMED,3048.61,RSV017180,2026-03-08 09:04:45
ORD035806,SELLER056,WH015,PENDING,2940.16,,2026-03-08 09:05:02
ORD035807,SELLER017,WH006,CONFIRMED,602.64,RSV006267,2026-03-08 09:05:19
ORD035808,SELLER055,WH013,CONFIRMED,2511.76,RSV001076,2026-03-08 09:05:36
ORD035809,SELLER003,WH007,CONFIRMED,3074.71,,2026-03-08 09:05:53
ORD035810,SELLER090,WH009,CONFIRMED,2716.67,,2026-03-08 09:06:10
ORD035811,SELLER016,WH012,CONFIRMED,1173.02,,2026-03-08 09:06:27
ORD035812,SELLER059,WH013,CONFIRMED,2893.24,RSV001308,2026-03-08 09:06:44
ORD035813,SELLER107,WH024,PENDING,2909.49,,2026-03-08 09:07:01
ORD035814,SELLER052,WH008,CONFIRMED,797.80,,2026-03-08 09:07:18
ORD035815,SELLER108,WH005,CONFIRMED,3085.44,RSV004269,2026-03-08 09:07:35
ORD035816,SELLER083,WH029,CONFIRMED,2044.02,,2026-03-08 09:07:52
ORD035817,SELLER017,WH019,CONFIRMED,789.14,RSV004391,2026-03-08 09:08:09
ORD035818,SELLER042,WH010,CONFIRMED,330.52,,2026-03-08 09:08:26
ORD035819,SELLER026,WH003,CONFIRMED,1630.45,,2026-03-08 09:08:43
ORD035820,SELLER047,WH004,CONFIRMED,2036.61,RSV018804,2026-03-08 09:09:00
ORD035821,SELLER111,WH004,CONFIRMED,2673.85,,2026-03-08 09:09:17
ORD035822,SELLER096,WH029,CONFIRMED,1546.22,,2026-03-08 09:09:34
ORD035823,SELLER063,WH009,CONFIRMED,1061.59,,2026-03-08 09:09:51
ORD035824,SELLER074,WH008,CONFIRMED,2022.46,RSV008055,2026-03-08 09:10:08
ORD035825,SELLER109,WH016,CONFIRMED,139.66,RSV019579,2026-03-08 09:10:25
ORD035826,SELLER055,WH029,PENDING,2286.58,,2026-03-08 09:10:42
ORD035827,SELLER012,WH003,CONFIRMED,107.46,RSV010916,2026-03-08 09:10:59
ORD035828,SELLER097,WH019,CONFIRMED,2059.01,,2026-03-08 09:11:16
ORD035829,SELLER117,WH006,CONFIRMED,588.18,RSV002380,2026-03-08 09:11:33
ORD035830,SELLER097,WH027,CONFIRMED,2783.42,,2026-03-08 09:11:50
ORD035831,SELLER050,WH012,CONFIRMED,1127.87,,2026-03-08 09:12:07
ORD035832,SELLER112,WH014,CONFIRMED,463.19,RSV010853,2026-03-08 09:12:24
ORD035833,SELLER113,WH016,CONFIRMED,670.91,RSV011914,2026-03-08 09:12:41
ORD035834,SELLER071,WH005,CONFIRMED,142.53,RSV014932,2026-03-08 09:12:58
ORD035835,SELLER096,WH028,CONFIRMED,2863.03,RSV001931,2026-03-08 09:13:15
ORD035836,SELLER072,WH008,CONFIRMED,943.55,RSV015519,2026-03-08 09:13:32
ORD035837,SELLER032,WH029,CANCELLED,587.94,RSV017054,2026-03-08 09:13:49
ORD035838,SELLER088,WH015,CONFIRMED,2256.79,,2026-03-08 09:14:06
ORD035839,SELLER039,WH030,CONFIRMED,1633.41,,2026-03-08 09:14:23
ORD035840,SELLER024,WH003,CONFIRMED,1921.05,,2026-03-08 09:14:40
ORD035841,SELLER107,WH018,CONFIRMED,637.69,RSV005415,2026-03-08 09:14:57
ORD035842,SELLER043,WH016,CONFIRMED,1531.41,,2026-03-08 09:15:14
ORD035843,SELLER057,WH005,CONFIRMED,1260.79,RSV011156,2026-03-08 09:15:31
ORD035844,SELLER029,WH004,CONFIRMED,2648.88,,2026-03-08 09:15:48
ORD035845,SELLER107,WH024,CANCELLED,1989.08,RSV004722,2026-03-08 09:16:05
ORD035846,SELLER111,WH012,CONFIRMED,1838.65,RSV010029,2026-03-08 09:16:22
ORD035847,SELLER054,WH029,CONFIRMED,437.53,RSV006312,2026-03-08 09:16:39
ORD035848,SELLER049,WH012,CONFIRMED,2257.09,,2026-03-08 09:16:56
ORD035849,SELLER077,WH029,CONFIRMED,467.04,RSV001304,2026-03-08 09:17:13
ORD035850,SELLER070,WH020,PENDING,1658.46,RSV003995,2026-03-08 09:17:30
ORD035851,SELLER081,WH024,CONFIRMED,774.04,RSV018331,2026-03-08 09:17:47
ORD035852,SELLER097,WH024,CONFIRMED,1741.81,,2026-03-08 09:18:04
ORD035853,SELLER021,WH010,CONFIRMED,1265.04,RSV019202,2026-03-08 09:18:21
ORD035854,SELLER051,WH010,PENDING,1906.39,,2026-03-08 09:18:38
ORD035855,SELLER013,WH003,CONFIRMED,829.88,RSV010015,2026-03-08 09:18:55
ORD035856,SELLER084,WH009,PENDING,2064.89,RSV014265,2026-03-08 09:19:12
ORD035857,SELLER058,WH015,CONFIRMED,1244.39,RSV000138,2026-03-08 09:19:29
ORD035858,SELLER001,WH006,CONFIRMED,1346.78,,2026-03-08 09:19:46
ORD035859,SELLER004,WH018,CANCELLED,1909.94,RSV019187,2026-03-08 09:20:03
ORD035860,SELLER084,WH022,CONFIRMED,1765.16,RSV017264,2026-03-08 09:20:20
ORD035861,SELLER095,WH011,CONFIRMED,3126.92,RSV003928,2026-03-08 09:20:37
ORD035862,SELLER092,WH015,CONFIRMED,1734.03,RSV015302,2026-03-08 09:20:54
ORD035863,SELLER102,WH013,CONFIRMED,3187.87,RSV009793,2026-03-08 09:21:11
ORD035864,SELLER107,WH019,CONFIRMED,1029.69,RSV012050,2026-03-08 09:21:28
ORD035865,SELLER092,WH022,CONFIRMED,2258.70,,2026-03-08 09:21:45
ORD035866,SELLER023,WH001,CONFIRMED,2840.26,,2026-03-08 09:22:02
ORD035867,SELLER017,WH019,CONFIRMED,3055.88,,2026-03-08 09:22:19
ORD035868,SELLER039,WH018,CONFIRMED,140.75,RSV010228,2026-03-08 09:22:36
ORD035869,SELLER049,WH009,CONFIRMED,2695.21,,2026-03-08 09:22:53
ORD035870,SELLER079,WH029,CONFIRMED,1181.38,RSV006766,2026-03-08 09:23:10
ORD035871,SELLER062,WH009,CONFIRMED,270.09,,2026-03-08 09:23:27
ORD035872,SELLER071,WH026,CONFIRMED,1204.97,RSV004621,2026-03-08 09:23:44
ORD035873,SELLER103,WH027,CONFIRMED,2543.92,RSV019131,2026-03-08 09:24:01
ORD035874,SELLER094,WH006,PENDING,675.47,RSV007853,2026-03-08 09:24:18
ORD035875,SELLER061,WH012,CONFIRMED,1844.44,RSV000464,2026-03-08 09:24:35
ORD035876,SELLER109,WH007,CONFIRMED,2878.51,,2026-03-08 09:24:52
ORD035877,SELLER112,WH011,PENDING,1514.34,RSV009722,2026-03-08 09:25:09
ORD035878,SELLER035,WH021,CONFIRMED,411.65,RSV001953,2026-03-08 09:25:26
ORD035879,SELLER102,WH021,CONFIRMED,1887.76,,2026-03-08 09:25:43
ORD035880,SELLER016,WH026,CONFIRMED,2471.73,,2026-03-08 09:26:00
ORD035881,SELLER079,WH026,PENDING,43.22,RSV016323,2026-03-08 09:26:17
ORD035882,SELLER055,WH001,CONFIRMED,2787.15,RSV007192,2026-03-08 09:26:34
ORD035883,SELLER022,WH013,CONFIRMED,3195.69,,2026-03-08 09:26:51
ORD035884,SELLER052,WH003,CANCELLED,1802.35,RSV008365,2026-03-08 09:27:08
ORD035885,SELLER092,WH004,CONFIRMED,1647.95,,2026-03-08 09:27:25
ORD035886,SELLER112,WH024,CONFIRMED,1600.06,,2026-03-08 09:27:42
ORD035887,SELLER027,WH011,PENDING,457.11,RSV018693,2026-03-08 09:27:59
ORD035888,SELLER042,WH021,CONFIRMED,1248.65,,2026-03-08 09:28:16
ORD035889,SELLER009,WH015,CONFIRMED,687.42,RSV002348,2026-03-08 09:28:33
ORD035890,SELLER052,WH011,CONFIRMED,100.00,RSV003379,2026-03-08 09:28:50
ORD035891,SELLER087,WH025,CONFIRMED,1776.37,,2026-03-08 09:29:07
ORD035892,SELLER002,WH018,CONFIRMED,1528.65,RSV000416,2026-03-08 09:29:24
ORD035893,SELLER027,WH018,CONFIRMED,1103.67,,2026-03-08 09:29:41
ORD035894,SELLER001,WH022,PENDING,201.28,RSV003354,2026-03-08 09:29:58
ORD035895,SELLER076,WH027,PENDING,1861.66,,2026-03-08 09:30:15
ORD035896,SELLER070,WH010,CONFIRMED,821.73,,2026-03-08 09:30:32
ORD035897,SELLER050,WH012,PENDING,249.99,RSV011209,2026-03-08 09:30:49
ORD035898,SELLER008,WH007,CONFIRMED,1975.75,,2026-03-08 09:31:06
ORD035899,SELLER020,WH004,CONFIRMED,2588.16,RSV013541,2026-03-08 09:31:23
ORD035900,SELLER066,WH002,CONFIRMED,577.34,,2026-03-08 09:31:40
ORD035901,SELLER070,WH027,CONFIRMED,2148.06,RSV015285,2026-03-08 09:31:57
ORD035902,SELLER005,WH030,CONFIRMED,1870.10,RSV001906,2026-03-08 09:32:14
ORD035903,SELLER083,WH016,CONFIRMED,671.44,RSV015715,2026-03-08 09:32:31
ORD035904,SELLER079,WH017,CONFIRMED,411.31,RSV012124,2026-03-08 09:32:48
ORD035905,SELLER061,WH014,CONFIRMED,1418.76,,2026-03-08 09:33:05
ORD035906,SELLER005,WH017,CONFIRMED,1036.24,RSV003602,2026-03-08 09:33:22
ORD035907,SELLER108,WH012,CONFIRMED,2181.76,RSV008018,2026-03-08 09:33:39
ORD035908,SELLER084,WH017,PENDING,1700.76,RSV002833,2026-03-08 09:33:56
ORD035909,SELLER057,WH012,PENDING,965.23,,2026-03-08 09:34:13
ORD035910,SELLER096,WH008,CONFIRMED,3148.28,RSV013238,2026-03-08 09:34:30
ORD035911,SELLER108,WH015,CONFIRMED,436.92,RSV014769,2026-03-08 09:34:47
ORD035912,SELLER038,WH017,CONFIRMED,828.86,RSV002682,2026-03-08 09:35:04
ORD035913,SELLER119,WH015,CONFIRMED,2897.82,,2026-03-08 09:35:21
ORD035914,SELLER099,WH026,CONFIRMED,466.12,,2026-03-08 09:35:38
ORD035915,SELLER062,WH010,CONFIRMED,551.12,RSV015487,2026-03-08 09:35:55
ORD035916,SELLER081,WH002,CONFIRMED,313.58,,2026-03-08 09:36:12
ORD035917,SELLER002,WH017,CONFIRMED,1720.67,RSV016771,2026-03-08 09:36:29
ORD035918,SELLER066,WH019,CONFIRMED,1097.31,RSV012557,2026-03-08 09:36:46
ORD035919,SELLER082,WH001,CONFIRMED,2402.01,RSV012624,2026-03-08 09:37:03
ORD035920,SELLER041,WH017,CONFIRMED,180.79,,2026-03-08 09:37:20
ORD035921,SELLER065,WH022,CONFIRMED,1793.66,,2026-03-08 09:37:37
ORD035922,SELLER032,WH020,PENDING,409.47,RSV016275,2026-03-08 09:37:54
ORD035923,SELLER077,WH004,CONFIRMED,253.65,,2026-03-08 09:38:11
ORD035924,SELLER013,WH006,PENDING,1563.74,RSV002864,2026-03-08 09:38:28
ORD035925,SELLER037,WH030,CONFIRMED,362.48,RSV016577,2026-03-08 09:38:45
ORD035926,SELLER117,WH017,CONFIRMED,2390.57,RSV015464,2026-03-08 09:39:02
ORD035927,SELLER013,WH023,CONFIRMED,1738.18,RSV018479,2026-03-08 09:39:19
ORD035928,SELLER086,WH001,CONFIRMED,2177.68,RSV006198,2026-03-08 09:39:36
ORD035929,SELLER063,WH003,CONFIRMED,1968.80,RSV009566,2026-03-08 09:39:53
ORD035930,SELLER093,WH026,CONFIRMED,2357.90,RSV003652,2026-03-08 09:40:10
ORD035931,SELLER030,WH025,CONFIRMED,771.85,RSV002343,2026-03-08 09:40:27
ORD035932,SELLER119,WH028,CONFIRMED,755.03,RSV016959,2026-03-08 09:40:44
ORD035933,SELLER094,WH003,CONFIRMED,2004.23,RSV005207,2026-03-08 09:41:01
ORD035934,SELLER084,WH020,CONFIRMED,780.48,RSV004345,2026-03-08 09:41:18
ORD035935,SELLER022,WH011,CONFIRMED,286.57,RSV009674,2026-03-08 09:41:35
ORD035936,SELLER031,WH003,CONFIRMED,2845.49,,2026-03-08 09:41:52
ORD035937,SELLER066,WH002,CANCELLED,1289.30,,2026-03-08 09:42:09
ORD035938,SELLER056,WH017,PENDING,2319.61,RSV005092,2026-03-08 09:42:26
ORD035939,SELLER117,WH025,CONFIRMED,764.16,RSV003081,2026-03-08 09:42:43
ORD035940,SELLER112,WH018,PENDING,2762.01,RSV001665,2026-03-08 09:43:00
ORD035941,SELLER017,WH022,CONFIRMED,1373.73,,2026-03-08 09:43:17
ORD035942,SELLER077,WH014,CONFIRMED,3043.03,RSV007888,2026-03-08 09:43:34
ORD035943,SELLER074,WH023,CONFIRMED,3058.44,,2026-03-08 09:43:51
ORD035944,SELLER106,WH011,PENDING,2227.88,,2026-03-08 09:44:08
ORD035945,SELLER099,WH024,PENDING,1612.96,RSV014471,2026-03-08 09:44:25
ORD035946,SELLER100,WH022,CONFIRMED,975.00,,2026-03-08 09:44:42
ORD035947,SELLER114,WH021,PENDING,1223.89,RSV008388,2026-03-08 09:44:59
ORD035948,SELLER078,WH019,CONFIRMED,491.08,RSV009993,2026-03-08 09:45:16
ORD035949,SELLER113,WH021,CONFIRMED,247.38,RSV016046,2026-03-08 09:45:33
ORD035950,SELLER071,WH026,CONFIRMED,1853.35,,2026-03-08 09:45:50
ORD035951,SELLER098,WH023,CONFIRMED,1245.01,,2026-03-08 09:46:07
ORD035952,SELLER013,WH002,CONFIRMED,199.71,RSV005655,2026-03-08 09:46:24
ORD035953,SELLER049,WH011,CONFIRMED,707.94,,2026-03-08 09:46:41
ORD035954,SELLER008,WH010,CONFIRMED,589.00,RSV009525,2026-03-08 09:46:58
ORD035955,SELLER106,WH017,CONFIRMED,603.15,RSV007392,2026-03-08 09:47:15
ORD035956,SELLER104,WH006,CONFIRMED,1976.48,RSV016442,2026-03-08 09:47:32
ORD035957,SELLER085,WH003,CONFIRMED,3043.84,RSV008417,2026-03-08 09:47:49
ORD035958,SELLER090,WH014,PENDING,2962.48,RSV004682,2026-03-08 09:48:06
ORD035959,SELLER077,WH026,CONFIRMED,1056.52,RSV003490,2026-03-08 09:48:23
ORD035960,SELLER058,WH010,PENDING,1185.22,RSV002836,2026-03-08 09:48:40
ORD035961,SELLER033,WH024,PENDING,3183.30,,2026-03-08 09:48:57
ORD035962,SELLER055,WH012,PENDING,843.17,,2026-03-08 09:49:14
ORD035963,SELLER048,WH018,CONFIRMED,655.77,RSV011766,2026-03-08 09:49:31
ORD035964,SELLER119,WH019,CONFIRMED,32.95,RSV001531,2026-03-08 09:49:48
ORD035965,SELLER041,WH011,CONFIRMED,2350.81,RSV003005,2026-03-08 09:50:05
ORD035966,SELLER003,WH012,CONFIRMED,804.26,RSV017291,2026-03-08 09:50:22
ORD035967,SELLER060,WH018,CANCELLED,2854.98,RSV008333,2026-03-08 09:50:39
ORD035968,SELLER025,WH012,CONFIRMED,3180.03,RSV015155,2026-03-08 09:50:56
ORD035969,SELLER065,WH003,CONFIRMED,2127.43,RSV009803,2026-03-08 09:51:13
ORD035970,SELLER092,WH009,CONFIRMED,880.95,,2026-03-08 09:51:30
ORD035971,SELLER041,WH007,CANCELLED,2920.97,RSV000409,2026-03-08 09:51:47
ORD035972,SELLER096,WH015,PENDING,35.22,,2026-03-08 09:52:04
ORD035973,SELLER086,WH029,CONFIRMED,2837.54,RSV002518,2026-03-08 09:52:21
ORD035974,SELLER062,WH018,CONFIRMED,2023.71,RSV009765,2026-03-08 09:52:38
ORD035975,SELLER109,WH011,PENDING,2515.98,RSV001449,2026-03-08 09:52:55
ORD035976,SELLER008,WH001,CONFIRMED,44.91,RSV018919,2026-03-08 09:53:12
ORD035977,SELLER057,WH018,CONFIRMED,2188.42,RSV013733,2026-03-08 09:53:29
ORD035978,SELLER096,WH024,CONFIRMED,455.42,,2026-03-08 09:53:46
ORD035979,SELLER048,WH025,CONFIRMED,887.29,RSV019832,2026-03-08 09:54:03
ORD035980,SELLER091,WH010,CONFIRMED,607.42,RSV018853,2026-03-08 09:54:20
ORD035981,SELLER048,WH004,CONFIRMED,1418.37,RSV012162,2026-03-08 09:54:37
ORD035982,SELLER098,WH027,CONFIRMED,3133.19,RSV012809,2026-03-08 09:54:54
ORD035983,SELLER061,WH021,PENDING,642.97,RSV005875,2026-03-08 09:55:11
ORD035984,SELLER005,WH027,PENDING,522.33,RSV003356,2026-03-08 09:55:28
ORD035985,SELLER073,WH024,CONFIRMED,1503.33,RSV016661,2026-03-08 09:55:45
ORD035986,SELLER051,WH021,CONFIRMED,1402.56,RSV014978,2026-03-08 09:56:02
ORD035987,SELLER074,WH027,CONFIRMED,2387.81,,2026-03-08 09:56:19
ORD035988,SELLER058,WH022,CONFIRMED,1189.41,RSV007258,2026-03-08 09:56:36
ORD035989,SELLER002,WH023,CONFIRMED,40.37,,2026-03-08 09:56:53
ORD035990,SELLER114,WH010,CONFIRMED,2864.53,RSV008089,2026-03-08 09:57:10
ORD035991,SELLER024,WH026,CONFIRMED,269.75,RSV008827,2026-03-08 09:57:27
ORD035992,SELLER087,WH027,CONFIRMED,890.32,,2026-03-08 09:57:44
ORD035993,SELLER020,WH030,CONFIRMED,1685.22,,2026-03-08 09:58:01
ORD035994,SELLER009,WH019,CONFIRMED,693.72,,2026-03-08 09:58:18
ORD035995,SELLER057,WH028,CONFIRMED,658.78,RSV014109,2026-03-08 09:58:35
ORD035996,SELLER098,WH008,PENDING,2828.69,RSV000834,2026-03-08 09:58:52
ORD035997,SELLER102,WH018,CANCELLED,962.69,RSV008640,2026-03-08 09:59:09
ORD035998,SELLER029,WH007,CANCELLED,253.81,,2026-03-08 09:59:26
ORD035999,SELLER047,WH026,PENDING,1025.89,,2026-03-08 09:59:43
ORD036000,SELLER052,WH015,CONFIRMED,905.72,RSV008235,2026-03-08 10:00:00
ORD036001,SELLER032,WH015,CANCELLED,2619.94,RSV005030,2026-03-08 10:00:17
ORD036002,SELLER013,WH017,PENDING,1323.21,RSV012070,2026-03-08 10:00:34
ORD036003,SELLER084,WH020,CONFIRMED,1071.23,RSV002085,2026-03-08 10:00:51
ORD036004,SELLER106,WH006,PENDING,2196.00,RSV005455,2026-03-08 10:01:08
ORD036005,SELLER009,WH021,CONFIRMED,2000.36,RSV001927,2026-03-08 10:01:25
ORD036006,SELLER037,WH002,CONFIRMED,1702.84,RSV008544,2026-03-08 10:01:42
ORD036007,SELLER041,WH003,CONFIRMED,941.64,,2026-03-08 10:01:59
ORD036008,SELLER022,WH025,CONFIRMED,1632.26,RSV006302,2026-03-08 10:02:16
ORD036009,SELLER100,WH003,CONFIRMED,1147.32,,2026-03-08 10:02:33
ORD036010,SELLER047,WH006,CONFIRMED,582.60,RSV016052,2026-03-08 10:02:50
ORD036011,SELLER085,WH009,CONFIRMED,85.49,,2026-03-08 10:03:07
ORD036012,SELLER018,WH029,CONFIRMED,1925.41,RSV016040,2026-03-08 10:03:24
ORD036013,SELLER044,WH018,CONFIRMED,698.98,RSV006065,2026-03-08 10:03:41
ORD036014,SELLER042,WH029,CONFIRMED,2707.06,RSV014548,2026-03-08 10:03:58
ORD036015,SELLER014,WH018,PENDING,2462.92,,2026-03-08 10:04:15
ORD036016,SELLER101,WH015,CONFIRMED,1164.89,RSV011809,2026-03-08 10:04:32
ORD036017,SELLER106,WH017,PENDING,602.50,RSV003662,2026-03-08 10:04:49
ORD036018,SELLER071,WH006,CONFIRMED,2268.29,RSV004380,2026-03-08 10:05:06
ORD036019,SELLER100,WH007,CONFIRMED,2599.30,RSV012644,2026-03-08 10:05:23
ORD036020,SELLER035,WH006,PENDING,1991.53,RSV006200,2026-03-08 10:05:40
ORD036021,SELLER112,WH007,CONFIRMED,214.36,RSV002429,2026-03-08 10:05:57
ORD036022,SELLER103,WH017,CONFIRMED,473.26,RSV009284,2026-03-08 10:06:14
ORD036023,SELLER079,WH002,CONFIRMED,259.17,RSV017983,2026-03-08 10:06:31
ORD036024,SELLER079,WH001,PENDING,2079.91,RSV004938,2026-03-08 10:06:48
ORD036025,SELLER112,WH014,CONFIRMED,2455.74,RSV002168,2026-03-08 10:07:05
ORD036026,SELLER011,WH026,CONFIRMED,80.21,RSV007700,2026-03-08 10:07:22
ORD036027,SELLER097,WH019,CONFIRMED,870.82,,2026-03-08 10:07:39
ORD036028,SELLER060,WH012,CONFIRMED,1129.94,RSV010754,2026-03-08 10:07:56
ORD036029,SELLER042,WH024,CONFIRMED,2720.40,RSV003677,2026-03-08 10:08:13
ORD036030,SELLER109,WH019,CONFIRMED,2083.54,RSV001653,2026-03-08 10:08:30
ORD036031,SELLER037,WH005,PENDING,818.29,RSV019535,2026-03-08 10:08:47
ORD036032,SELLER021,WH006,CONFIRMED,1871.32,,2026-03-08 10:09:04
ORD036033,SELLER076,WH007,CONFIRMED,2894.57,,2026-03-08 10:09:21
ORD036034,SELLER115,WH011,CONFIRMED,987.07,,2026-03-08 10:09:38
ORD036035,SELLER027,WH007,CONFIRMED,2590.58,RSV009660,2026-03-08 10:09:55
ORD036036,SELLER042,WH002,PENDING,2627.49,,2026-03-08 10:10:12
ORD036037,SELLER100,WH002,CONFIRMED,3166.49,,2026-03-08 10:10:29
ORD036038,SELLER027,WH002,CONFIRMED,372.61,RSV010420,2026-03-08 10:10:46
ORD036039,SELLER104,WH017,CONFIRMED,1597.94,,2026-03-08 10:11:03
ORD036040,SELLER088,WH020,CONFIRMED,302.67,,2026-03-08 10:11:20
ORD036041,SELLER091,WH020,CONFIRMED,1993.00,,2026-03-08 10:11:37
ORD036042,SELLER047,WH013,CONFIRMED,2724.80,RSV019124,2026-03-08 10:11:54
ORD036043,SELLER021,WH009,CONFIRMED,1710.84,RSV010213,2026-03-08 10:12:11
ORD036044,SELLER101,WH013,CONFIRMED,320.27,RSV011022,2026-03-08 10:12:28
ORD036045,SELLER074,WH004,CONFIRMED,1152.30,RSV015941,2026-03-08 10:12:45
ORD036046,SELLER047,WH016,CONFIRMED,3109.27,RSV019021,2026-03-08 10:13:02
ORD036047,SELLER065,WH005,CONFIRMED,1794.48,RSV008159,2026-03-08 10:13:19
ORD036048,SELLER057,WH013,CONFIRMED,100.47,,2026-03-08 10:13:36
ORD036049,SELLER025,WH012,CONFIRMED,2253.47,RSV016500,2026-03-08 10:13:53
ORD036050,SELLER084,WH004,CONFIRMED,2062.79,RSV016236,2026-03-08 10:14:10
ORD036051,SELLER010,WH027,PENDING,652.45,RSV003699,2026-03-08 10:14:27
ORD036052,SELLER042,WH012,PENDING,408.28,RSV011323,2026-03-08 10:14:44
ORD036053,SELLER107,WH021,CONFIRMED,1354.25,RSV002744,2026-03-08 10:15:01
ORD036054,SELLER076,WH028,CONFIRMED,509.55,,2026-03-08 10:15:18
ORD036055,SELLER108,WH004,PENDING,1432.39,RSV017203,2026-03-08 10:15:35
ORD036056,SELLER004,WH012,CONFIRMED,2450.60,RSV001496,2026-03-08 10:15:52
ORD036057,SELLER054,WH004,CONFIRMED,1595.88,RSV004998,2026-03-08 10:16:09
ORD036058,SELLER036,WH004,CONFIRMED,1806.66,RSV004830,2026-03-08 10:16:26
